clamber	climb by crawling with difficulties; scramble	Barron4841
clamor	loud continous noise; continuous demand or complaint made by a large number of people; V: make a clamor; express   (a demand) continually and loudly; ADJ. clamorous	Barron4841
clandestine	secret	Barron4841
chaperon	older person who accompanies and supervises a young unmarried woman	Barron4841
clangor	loud resounding noise; sound of repeated clanging	Barron4841
clapper	striker   (tongue) of a bell	Barron4841
clap	strike the palms of the hands together with a sudden explosive sound; come together suddenly with a sharp sound; put or send promptly; Ex. clap the thief in jail; N: clapping; loud or explosive sound; CF. applause	Barron4841
clarion	shrill, trumpetlike sound; kind of trumpet used in former times	Barron4841
claustrophobia	fear of being locked in	Barron4841
clavicle	collarbone	Barron4841
scrimmage	disorderly fight between two or more people	Barron4841
cleave	split or sever; cling to; remain faithful to; N. cleavage; ADJ. cloven	Barron4841
cleft	N: split	Barron4841
clemency	disposition to be lenient in deciding punishments; mildness as of the weather; ADJ. clement	Barron4841
clich\'e	phrase dulled in meaning by repetition; platitude; ADJ. clich\'ed	Barron4841
bromide	platitude; chemical compound used to calm excitement	Barron4841
clientele	body of customers	Barron4841
climactic	relating to the highest point; N. climax; CF. climatic	Barron4841
clime	climate	Barron4841
clique	small exclusive group of people	Barron4841
cloister	monastery or convent	Barron4841
clout	great influence   (especially political or social); hard blow with fist	Barron4841
cloying	distasteful   (because excessive); excessively sweet or sentimental; V. cloy: become unpleasant through too much sweetness or excess	Barron4841
coagulate	congeal; thicken; clot; N. coagulant	Barron4841
clot	half-solid lump formed from a liquid   (or blood); V.	Barron4841
pudding	hot sweet dish	Barron4841
coalesce	combine; fuse; N. coalescence	Barron4841
coalition	partnership; league; union of separate political parties	Barron4841
coda	concluding section of a musical or literary composition	Barron4841
coddle	treat gently; indulge excessively; pamper; mollycoddle; baby; cook in water just below boiling point; Ex. coddled eggs	Barron4841
codicil	supplement to the body of a will; later addition to a will	Barron4841
codify	arrange   (laws or rules) as a code; classify; N. code: system of words used instead of ordinary writing; collection of laws, rules, established social customs	Barron4841
coercion	use of force to get someone to object; compelling; V. coerce	Barron4841
coeval	living at the same time as; existing during the same period of time; contemporary; of the same age	Barron4841
cog	tooth projecting from a wheel	Barron4841
cogent	convincing	Barron4841
cogitate	think over; ponder	Barron4841
cognate	having a common origin; related linguistically; allied by blood; similar or akin in nature; Ex. cognate languages; N.	Barron4841
cognitive	having to do with knowing or perceiving related to the mental processes; N. cognition: the mental process of knowing	Barron4841
cognizance	knowledge; ADJ. cognizant; having knowledge; aware	Barron4841
cohabit	live together	Barron4841
cohere	stick together	Barron4841
cohesion	tendency to keep together	Barron4841
cohorts	group of people who share some common quality; armed band; a group of between 300 and 600 soldiers under one commander   (in the ancient Rome)	Barron4841
coiffure	hairstyle	Barron4841
coin	make coins; invent or fabricate   (a word or phrase); N. coinage: word or phrase recently invented	Barron4841
coincidence	the chance occurrence, at the same time, of two or more seemingly connected events; V. coincide: happen at the same time; be in agreement; CF. coincident; CF. coincidental	Barron4841
colander	utensil with perforated bottom used for straining	Barron4841
collaborate	work together; cooperate treasonably with the enemy	Barron4841
collage	work of art put together from fragments	Barron4841
scrap	small bit or fragment; discarded waste material; fight; Ex. a scrap of paper/cloth; V: break into parts for disposal; discard as worthless; fight; quarrel	Barron4841
scraps	leftover food	Barron4841
scrappy	quarrelsome	Barron4841
collate	examine and compare in order to verify authenticity; arrange in order   (the sheets of a book before they are bound)	Barron4841
collateral	security given for loan; ADJ: secondary; descended from the same person but through different sons or daughters	Barron4841
collation	a light meal; collating	Barron4841
colloquial	pertaining to conversational or common speech; informal; N. colloquialism: colloquial expression	Barron4841
colloquy	informal discussion; conversation	Barron4841
collusion	conspiring in a fraudulent scheme to cheat or deceive others; V. collude	Barron4841
colossal	huge	Barron4841
colossus	gigantic statue; person or thing of great size or importance	Barron4841
comatose	in a coma; extremely sleepy	Barron4841
coma	deep prolonged unconsciousness caused by disease, poison, or a severe blow	Barron4841
combustible	easily burned; N. CF. combustion	Barron4841
comely	attractive; agreeable; having a pleasing appearance	Barron4841
homely	not good-looking; unattractive	Barron4841
comestible	something fit to be eaten	Barron4841
comeuppance	deserts; well-deserved punishment or misfortune; rebuke	Barron4841
deserts	what someone deserves	Barron4841
comity	courtesy; civility; Ex. comity of nations	Barron4841
commandeer	take   (private property) for military use without needing permission or giving payment; draft for military purposes	Barron4841
draft	first rough form; conscription; draught; V: make a draft of; conscript	Barron4841
draught	current of air   (through a room or to a fire); act of pulling roads; act of swallowing liquid or amount of liquid swallowed at a time	Barron4841
commemorative	remembering; honoring the memory of; Ex. commemorative stamp	Barron4841
commemorate	honor the memory of; serve as a memorial to; Ex. commemorate the 100th anniversary/those who died in the war	Barron4841
commensurate	equal in extent; of the same size	Barron4841
commiserate	feel or express pity or sympathy for	Barron4841
commodious	spacious and comfortable	Barron4841
communal	held in common; public; of a group of people; of a commune	Barron4841
commune	small   (often rural) community whose members share work and income; V: exchange thoughts or feelings; Ex. commune with nature	Barron4841
compact	agreement; contract; ADJ: tightly packed; firm; brief; concise; Ex. compact statement	Barron4841
compatible	harmonious; in harmony with; able to exist together	Barron4841
compelling	overpowering; irresistible in effect; holding one'attention; that compels one to do something; Ex. a compelling adventure story; V. compel	Barron4841
compulsion	compelling; strong desire that is difficult to control; irresistible impulse	Barron4841
compulsory	obligatory; that must be done	Barron4841
compulsive	resulting from compulsion	Barron4841
compendium	brief, comprehensive summary; ADJ. compendious	Barron4841
compensatory	making up for; repaying	Barron4841
compilation	listing of information in tabular or book form; compiling	Barron4841
compile	assemble; gather; accumulate; make   (a report or a book) from facts and information found in various places; Ex. compile a dictionary	Barron4841
complacency	self-satisfaction; smugness; ADJ. complacent	Barron4841
smug	self-satisfied; complacent	Barron4841
complaisant	trying to please; obliging; willing to please others	Barron4841
complement	complete; consummate; make perfect; N.	Barron4841
complementary	serving to complete something	Barron4841
compliance	conformity in fulfilling requirements; readiness to yield; disposition to yield to others; V. comply	Barron4841
compliant	readily acting in accordance with a rule, order, or the wishes or others; yielding; comforming to requirements	Barron4841
complicity	participation; involvement   (in a questionable act or a crime)	Barron4841
component	element; ingredient	Barron4841
comport	bear one'self; behave; Ex. comport oneself; N. comportment	Barron4841
deport	send out of the country; behave; N. deportation, deportment	Barron4841
bearing	deportment; connection	Barron4841
composure	mental calmness	Barron4841
compound	combine; produce by combining; increase; make worse by adding to or increasing; exacerbate; Ex. compound an error; ADJ: consisting of two or more parts; N: combination of two or more parts; area enclosed by a wall containing a group of buildings; Ex. factory compound; CF. complex	Barron4841
comprehensive	broad; including a lot or everything; thorough; inclusive	Barron4841
comprehend	include; understand	Barron4841
compress	force into less space; squeeze; contract; put into fewer words; N: thick mass of cloth pressed to part of the body to stop bleeding or swelling, reduce fever, etc.	Barron4841
comprise	include; consist of	Barron4841
compromise	adjust or settle by making mutual concessions; endanger the interests or reputation of; put into danger, disrepute, or a dishonorable position; Ex. compromise one'principle; N.	Barron4841
compunction	remorse; strong uneasiness caused by guilt	Barron4841
compute	reckon; calculate	Barron4841
reckon	count; calculate; regard as; think; suppose	Barron4841
concatenate	link as in a chain	Barron4841
concave	hollow; curved inwards; OP. convex	Barron4841
concede	admit; acknowledge as being true   (often reluctantly); yield; grant; Ex. concede a goal	Barron4841
conceit	vanity or self-love; too high opinion of one'own value; extravagant metaphor   (in poetry)	Barron4841
vain	full of self-admiration; conceited; without result; unsuccessful; N. vanity	Barron4841
concentric	having a common center	Barron4841
conception	beginning; forming of an idea; fertilization; V. conceive: form an idea in the mind; devise; become pregnant; CF. inception	Barron4841
concerted	mutually agreed on; done together by agreement; Ex. concerted effort; CF. in concert: working together	Barron4841
concession	an act of yielding; conceding; something conceded; point, right, etc. given unwillingly; privilege of maintaining a business in a certain place; Ex. oil concessions in the North sea; CF. concessionaire	Barron4841
conciliatory	reconciling; soothing; V. conciliate: reconcile; soothe; win the friendly feelings   (by removing anger)	Barron4841
concise	brief and compact	Barron4841
conclave	private secret meeting	Barron4841
conclusive	decisive; ending all debate	Barron4841
concoct	prepare by mixing or combining; make up in concert; devise   (something false) so as to deceive; Ex. concoct an elaborate excuse for being late; N. concoction	Barron4841
concomitant	that which accompanies; Ex. Deafnes is a frequent concommitant of old age; ADJ: existing or happening together with something else	Barron4841
concord	harmony; accord	Barron4841
concordat	formal agreement	Barron4841
concur	agree; coincide; happen at the same time	Barron4841
concurrent	happening at the same time; in agreement	Barron4841
condescend	  (derog.) bestow courtesies with a superior air; descend to the level of one considered inferior	Barron4841
condign	adequate;   (of punishment) severe and well deserved	Barron4841
condiments	seasonings; spices	Barron4841
condole	express condolences; N. condolence: sympathy for someone who has experienced great sorrow	Barron4841
condone	overlook; forgive; give tacit approval; excuse	Barron4841
conducive	helpful; contributive; V. conduce; Ex. conduce to/towards	Barron4841
conduit	aqueduct; passageway for fluids	Barron4841
confidant  (confidante)	trusted friend   (to whom one tells one'secret)	Barron4841
confide	tell in confidence   (to a person one trusts); be confident about	Barron4841
confidence	self-assurance; calm unworried feeling based on a strong belief in one'abilities; strong belief in the ability of a person or plan; trust or faith in a person or thing; something confided; secret; Ex. confidence in your ability; Ex. I'm telling you this in confidence; Ex. exchange confidences about their boyfriends; ADJ. confident	Barron4841
confidential	spoken or written in secret; trusted with private matters; Ex. confidential secretary	Barron4841
confine	shut in an enclosed space; restrict; keep within limits; N. confinement	Barron4841
confiscate	seize; take possession of   (private property) by official order   (usu. as a punishment); commandeer	Barron4841
conflagration	great fire	Barron4841
confluence	flowing together; the place where two rivers flow together; crowd; gathering together	Barron4841
conformity	harmony; agreement with established rules or customs; similarity; Ex. behave in conformity with; V. conform: be similar; act in agreement; comply; Ex. conform to the rule; CF. conformance	Barron4841
conformist	person who uncritically conforms to the customs of a group; OP. nonconformist: one who does not conform to accepted beliefs of norms	Barron4841
confound	confuse; puzzle	Barron4841
congeal	freeze; coagulate	Barron4841
congenial	pleasant; friendly; in agreement with one'tastes and nature; Ex. congenial weather	Barron4841
congenital	existing at birth	Barron4841
conglomeration	mass of material sticking together	Barron4841
conglomerate	corporation made up of several different companies in diversified fields; mass of various material gathered together; rock consisting of small stones held together by clay; V.	Barron4841
congruence	correspondence of parts; harmonious relationship; CF. congruity	Barron4841
congruent	in agreement; harmonious; corresponding; coinciding exactly; CF. congruous	Barron4841
conifer	pine tree   (usu. evergreen); cone-bearing tree; ADJ. coniferous; CF. deciduous; CF. evergreen	Barron4841
conjecture	surmise; guess; V.	Barron4841
conjugal	pertaining to marriage	Barron4841
conjure	cause to appear by magic; summon   (a devil or a spirit) by magical power; practice magic   (esp. by very quick movement of the hands); evoke; conjure up: bring into the mind; Ex. The magician conjured a rabbit out of his hat.	Barron4841
connivance	pretense of ignorance of something wrong; assistance; permission to offend; V. connive: feign ignorance   (of a wrong); cooperate secretly in an illegal action; conspire	Barron4841
connoisseur	person competent to act as a judge of art, etc.   (whose judgments are respected); a lover of an art	Barron4841
connotation	suggested or implied meaning of an expression; V. connote	Barron4841
connubial	pertaining to marriage or the matrimonial state	Barron4841
matrimony	state of being married	Barron4841
patrimony	property inherited from a father	Barron4841
consanguinity	kinship; relationship by birth	Barron4841
consanguineous  (consanguine)	having a common ancestor	Barron4841
conscientious	scrupulous; through and careful; Ex. conscientious worker	Barron4841
conscript	draftee; person forced into military service; V.	Barron4841
consecrate	dedicate; sanctify; declare as sacred; Ex. consecrate one'life to helping the poor	Barron4841
consensus	general agreement; opinion reached by a group	Barron4841
consequential	self-important; significant; consequent; following as a result; Ex. consequential air; CF. subsequent	Barron4841
conservatory  (conservatoire)	school of the fine arts   (especially music or drama); glass-enclosed area; CF. conservancy	Barron4841
consign	send to a person or place for sale; deliver officially; entrust; put into the care of another; set apart   (for a special purpose); N. consignment; CF. consignor, consignee	Barron4841
consistency	absence of contradictions; uniformity; degree of thickness or firmness; Ex. consistency of thick cream; CF. viscous	Barron4841
console	lessen sadness or disappointment; give comfort; allay the sorrow of; N. consolation	Barron4841
consolidation	unification; process of becoming firmer or stronger; V. consolidate: merge; strengthen	Barron4841
consonance	harmony; agreement	Barron4841
consonant	harmonious; in agreement; N.	Barron4841
consort	associate with; keep company; N: husband or wife   (or a ruler)	Barron4841
conspiracy	treacherous plot; secret plan against the law   (by two or more people)	Barron4841
conspire	take part in a conspiracy;   (of events) work together; combine; Ex. Events conspired to produce great difficulties.	Barron4841
consternation	great shock; dismay	Barron4841
constituent	supporter; voter; member of a constituency; component	Barron4841
constituency	voters represented by an elected official; district so represented; group of supporters   (or constituents)	Barron4841
constitution	constituting; system of laws; composition of something; physical makeup or structure of a person; Ex. men with strong constitutions	Barron4841
constraint	restraint; compulsion; repression of feelings; reticence; V. constrain: hold back; restrain; compel; oblige; confine forcibly; imprison	Barron4841
construe	explain; interpret; Ex. construe her silence as meaning that she agreed; CF. misconstrue	Barron4841
consummate	complete; V.	Barron4841
contagion	infection   (by contact); ADJ. contagious; CF. infectious: that can be passed by infection in the air	Barron4841
drastic	strong; violent and severe; Ex. drastic changes/measures	Barron4841
contaminate	pollute	Barron4841
contempt	scorn; disdain; ADJ. contemptuous; CF. contemptible	Barron4841
contend	struggle; compete; assert earnestly; state strongly	Barron4841
contention	assertion; claim; thesis; struggling; competition	Barron4841
thesis	opinion put forward and supported by reasoned arguments	Barron4841
boost	lift by pushing up from below; increase; raise; N: push upward; increase	Barron4841
contentious	quarrelsome; controversial; likely to cause arguments	Barron4841
contest	dispute; argue about the rightness of; compete for; try to win; Ex. contest the election results; Ex. contest a seat in Parliament; N.	Barron4841
context	writings preceding and following the passage quoted; circumstance in which an event occurs	Barron4841
contiguous	adjacent to; touching upon	Barron4841
continence	self-restraint; sexual chastity; sexual abstinence; voluntary control over bladder and bowel functions; ADJ. continent	Barron4841
contingent	dependent on something uncertain or in the future; conditional; happening by chance; accidental; N: a group of soldiers, ships to a larger force; CF. contingency: future event that may or may not occur; possibility; Ex. prepare for every contingency	Barron4841
contortions	twistings; distortions; V. contort: twist violently out of shape; CF. contortionist	Barron4841
contraband	illegal trade; smuggling; smuggled goods; ADJ.	Barron4841
contravene	contradict; oppose; violate   (a rule, law, or custom); N. contravention	Barron4841
contrite	penitent; repentant; N. contrition	Barron4841
contrived	unnatural and forced; artificial; not spontaneous; Ex. The ending was rather contrived.	Barron4841
contrive	invent or fabricate in a clever way   (by improvisation); manage; Ex. contrive to attract his attention	Barron4841
contrivance	something contrived; machine or apparatus; clever deceitful plan; scheme	Barron4841
controvert	oppose with arguments; attempt to refute; contradict; ADJ. controversial; N. controversy	Barron4841
contumacious	stubborn and disobedient; resisting authority   (esp. disobedient to an order made by a court)	Barron4841
contusion	bruise	Barron4841
bruise	injure without breaking the skin; N.	Barron4841
conundrum	riddle; difficult problem	Barron4841
convene	come together; assemble; call to meet; Ex. convene the council	Barron4841
convention	social or moral custom; established practice; formal meeting; international agreement	Barron4841
conventional	ordinary; typical; not nuclear; Ex. conventional weapons	Barron4841
converge	approach; tend to meet; come together	Barron4841
conversant	familiar with; having knowledge of	Barron4841
converse	opposite; ADJ.	Barron4841
convert	one who has adopted a different religion or opinion; V: change into another form;   (persuade to) adopt a particular religion or belief	Barron4841
convex	curving outward	Barron4841
conveyance	vehicle; transfer; act of conveying; Ex. public conveyance	Barron4841
conviction	judgment that someone is guilty of a crime; strongly held belief	Barron4841
convivial	pleasantly merry; festive; joyous; gay; characterized by joviality; jovial	Barron4841
convoke	call together; Ex. convoke Parliament; N. convocation	Barron4841
convoluted	coiled around; twisted; involved; complicated; intricate; complex; N. convolution: twist; one of the convex folds of the surface of the brain	Barron4841
convulsion	violent uncontrollable shaking movement   (caused by illness); V. convulse; ADJ. convulsive	Barron4841
copious	plentiful	Barron4841
coquette	flirt; flirtatious woman; woman who tries to attract the admiration of men without sincere feelings; V.	Barron4841
flirt	behave in a way that attracts   (sexual) attention; deal triflingly with; N: one   (or woman) given to flirting; ADJ. flirtatious	Barron4841
cordial	warmly friendly; gracious; heartfelt; Ex. cordial welcome	Barron4841
cordon	extended line of men or fortifications to prevent access or egress;   (¾î±ú¿¡¼­ °Üµå¶û ¹ØÀ¸·Î °ÉÄ¡´Â) Àå½Ä ¸®º»; V.	Barron4841
cornice	projecting molding on building   (usually above columns or pillars); Ã³¸¶ Àå½Ä	Barron4841
cornucopia	horn   (or horn-shaped container) overflowing with fruit and grain; symbol of abundance; horn of plenty	Barron4841
corollary	natural consequence   (which naturally follows from something else)	Barron4841
corporeal	bodily   (rather than spiritual); of a bodily form; material; tangible	Barron4841
corpulent	very fat; N. corpulence	Barron4841
corpus	collection   (of writings or information); Ex. the corpus of Shakespear'works; Cf. corpse	Barron4841
corpuscle	red or white cell in the blood	Barron4841
correlation	mutual relationship	Barron4841
correlate	either of the correlated things; V.	Barron4841
corroborate	confirm; support; strengthen	Barron4841
corrode	destroy or wear away gradually by chemical action   (over a long period)	Barron4841
corrosive	eating away by chemicals or disease;   (of language) fierce	Barron4841
corrugated	wrinkled; ridged	Barron4841
wrinkle	small ridge on a smooth surface   (face or cloth); V.	Barron4841
crinkle	wrinkle	Barron4841
cosmic	pertaining to the universe; vast	Barron4841
coterie	group that meets socially; select circle; close group of people with shared interests	Barron4841
countenance	approve; support; tolerate; Ex. countenance his rude behavior; N: face; appearance	Barron4841
countermand	cancel; revoke   (an order)	Barron4841
counterpart	thing that completes another; things very much alike; thing that has the same purpose in a different system	Barron4841
coup	highly successful action or sudden attack; coup  (s) d'\'etat; CF. coup de gr\^ace: deathblow or shot which kills	Barron4841
couple	join; unite; OP. uncouple	Barron4841
courier	messenger	Barron4841
covenant	binding agreement between two groups or people; compact; V: enter into a covenant; promise	Barron4841
bargain	agreement between two groups or people; something for sale at a price advantageous to the buyer; V: negotiate; trade; Ex. bargaining power	Barron4841
covert	secret; hidden; implied; OP. overt	Barron4841
covetous	avaricious; desirous of   (someone else'possessions); V. covet: desire eagerly   (someone else'possessions)	Barron4841
cow	terrorize; intimidate	Barron4841
cower	shrink quivering as from fear; cringe	Barron4841
coy	shy   (flirtatiously); showing a   (pretended) lack of self-confidence; modest; coquettish; CF. job offer¸¦ ¹Þ¾ÒÀ» ¶§	Barron4841
cozen	cheat; hoodwink; swindle	Barron4841
crabbed	sour; bad-tempered; peevish; difficult to read as handwriting	Barron4841
peevish	bad-tempered; irritable; V. peeve: make angry	Barron4841
crass	very unrefined; grossly insensible; crude and undiscriminating; Ex. crass behavior	Barron4841
craven	cowardly	Barron4841
credence	belief	Barron4841
credo	creed	Barron4841
credulity	belief on slight evidence; gullibility; naivet\'e; ADJ. credulous	Barron4841
creed	system of religious or ethical belief	Barron4841
crescendo	increase in the volume or intensity as in a musical passage; climax; CF. crescent	Barron4841
far-fetched	too improbable to be believed; implausible; Ex. far-fetched story	Barron4841
overture	musical introduction to a long musical piece; first offer or proposal   (to begin talks in the hope of reaching an agreement); Ex. overtures for peace	Barron4841
crestfallen	dejected; dispirited	Barron4841
crest	top   (as of a hill or wave); showy feathers on the head of a bird	Barron4841
crevice	crack; fissure	Barron4841
cringe	shrink back as if in fear; cower	Barron4841
criteria	standards used in judging; CF. criterion	Barron4841
crone	hag; ugly old woman	Barron4841
crotchety	  (of someone old) eccentric; odd; whimsical; bad-tempered; N. crotchet: odd or whimsical notion	Barron4841
crux	essential or main point; Ex. the crux of the problem; ADJ. crucial: of deciding importance	Barron4841
crypt	secret recess or vault usually used for burial; underground room   (under a church)	Barron4841
cryptic	mysterious; hidden; secret	Barron4841
cubicle	small chamber used for sleeping or work	Barron4841
compartment	one of the parts into which an enclosed space is divided	Barron4841
cuisine	style of cooking; Ex. French cuisine	Barron4841
culinary	relating to cooking or kitchen	Barron4841
cull	pick out from others   (to kill the weakest members); reject; select; collect   (information); N.	Barron4841
culmination	highest point; climax; V. culminate in: reach the highest point in; end in; Ex. a series of minor clashes culminating in war	Barron4841
culpable	deserving blame; blameworthy	Barron4841
culprit	one guilty of a crime	Barron4841
culvert	artificial channel for water; drain crossing under a road	Barron4841
cumbersome	heavy and awkward to carry or wear; burdensome; Ex. cumbersome parcel/uniform	Barron4841
cumulative	growing by addition; accumulative	Barron4841
cupidity	greed   (for wealth); CF. cupid; CF. Cupid	Barron4841
curator	superintendent; manager   (in charge of a museum or a library)	Barron4841
curmudgeon	churlish, miserly individual; bad-tempered old person	Barron4841
cursive	  (of writing) flowing; running; having the successive letters joined	Barron4841
cursory	casual; hastily done with little attention to detail	Barron4841 Leech
curtail	shorten; reduce	Barron4841
cynical	skeptical or distrustful of human motives; N. cynicism; CF. cynic: person who believes all people are motivated by selfishness	Barron4841
cynosure	object of general attention; person or thing that is a center of attention; CF. Ursa Minor	Barron4841
dabble	work at in a nonserious fashion; splash around; move noisily in a liquid	Barron4841
dais	raised platform for speakers or other important people	Barron4841
dally	trifle with; toy with; treat without the necessary seriousness; procrastinate; waste time	Barron4841
dank	damp; unpleasantly wet	Barron4841
dapper	neat and trim   (in appearance);   (of small men) neat in appearance and quick in movements; neat; spry	Barron4841
dappled	spotted	Barron4841
daub	smear   (as with paint); cover with something sticky; Ex. daub one'clothes with mud/paint; N: small bit of sticky substance; Ex. a daub of paint	Barron4841
smear	spread or cover with a sticky substance; N: mark made by smearing	Barron4841
smudge	dirty mark with unclear edges made by rubbing; V.	Barron4841
daunt	intimidate; frighten; discourage; dishearten	Barron4841
dauntless	bold; fearless	Barron4841
dawdle	loiter; hang around; waste time doing nothing	Barron4841
deadlock	standstill resulting from the opposition of two unrelenting forces; stalemate	Barron4841
standstill	condition of no movement or activity; stop	Barron4841
deadpan	wooden; impassive; with no show of feeling; with an expressionless face	Barron4841
dearth	scarcity	Barron4841
debacle	sudden disastrous downfall or defeat; complete disaster	Barron4841
debase	degrade; reduce in quality or value; degenerate; lower in esteem; disgrace; N. debasement	Barron4841
kneel	go down on one'knee  (s)	Barron4841
debauch	corrupt morally; seduce from virtue; N. debauchery: wild behavior   (with sex and alcohol)	Barron4841
seduce	lead away from proper conduct; entice; ADJ. seductive	Barron4841
debilitate	weaken   (esp. through heat, hunger, illness); enfeeble	Barron4841
bout	match; short period of great activity; Ex. wrestling bout; bout of drinking/flu	Barron4841
debonair	  (of men) friendly, charming, and fashionably dressed; aiming to please; CF. of good disposition	Barron4841
debris	rubble; wreckage; scattered remains of something broken or destroyed	Barron4841
debunk	expose as false, exaggerated, worthless, etc.; ridicule	Barron4841
debutante	young woman making formal entrance into society	Barron4841
debut	debut; first public appearance; formal presentation of a young woman to society	Barron4841
decadence	decay; fall to a lower level   (of morality, civilization, or art); ADJ. decadent	Barron4841
decant	pour off gently   (wine or liquid)	Barron4841
decapitate	behead	Barron4841
decelerate	slow down	Barron4841
deciduous	falling off at a specific season or stage of growth as of leaves; Ex. deciduous tree/teeth	Barron4841
decimate	kill   (usually one out of ten or every tenth man); destroy or kill a large part of	Barron4841
decipher	decode; CF. indecipherable	Barron4841
declivity	downward slope	Barron4841
decollete	  (of a dress) having a low-cut neckline; CF. d\'ecolletage: low neckline   (on a dress)	Barron4841
decree	authoritative order; edict; judgment of a court of law; V: order or judge by decree	Barron4841
decomposition	decay; V. decompose: decay; break and separate into simple parts	Barron4841
decorum	propriety; orderliness and good taste in manners; appropriateness of behavior or conduct	Barron4841
decorous	proper   (in behavior, conduct, or appearance)	Barron4841
decoy	lure or bait; V.	Barron4841
decrepitude	state of collapse or weakness caused by illness or old age	Barron4841
decrepit	weak and in bad condition from old age or hard use; Ex. decrepit old chair/man	Barron4841
decry	express strong disapproval of; condemn openly   (something dangerous to the public); disparage; Ex. decry the violence of modern films	Barron4841
deducible	derived by reasoning; V. deduce: infer; derive by reasoning	Barron4841
deface	mar; disfigure	Barron4841
mar	spoil the appearance of	Barron4841
defame	harm someone'reputation; malign; speak evil of; slander; N. defamation; ADJ. defamatory	Barron4841
default	failure to act; failure to perform a task or be present; V.	Barron4841
defeatist	resigned to defeat or failure; accepting defeat or failure as a natural outcome; N. CF. defeatism	Barron4841
defection	desertion	Barron4841
defect	shortcoming; V: desert   (in order to join the opposite one)	Barron4841
defer	give in respectfully; submit; delay till later; exempt temporarily; N. deferment; CF. show respect, comply with, courteous	Barron4841
deference	courteous regard for another'wish; courteous yielding to another'wish or opinion   (showing respect); ADJ. deferential; OP. effrontery	Barron4841
defiance	refusal to yield; resistance; V. defy; ADJ. defiant	Barron4841
defile	pollute; make filthy or dirty; corrupt morally; profane; desecrate; N: narrow passage or gorge through mountains	Barron4841
definitive	most reliable; authorative and complete; that cannot be improved; conclusive; decisive; definite; Ex. definitive decision by the supreme court	Barron4841
deflect	turn aside; turn away from a straight course	Barron4841
defoliate	destroy leaves; deprive of leaves   (by the use of chemicals); N. defoliant	Barron4841
defray	provide for the payment of; undertake the payment of; pay	Barron4841
defrock	strip a priest or minister of church authority; unfrock	Barron4841
frock	long loose garment   (worn by monks)	Barron4841
deft	neat; skillful	Barron4841
defunct	dead; no longer in use or existence	Barron4841
degenerate	become worse in quality; deteriorate; ADJ: having become worse; Ex. a degenerate species; N: depraved or corrupt person	Barron4841
degradation	humiliation; debasement; degeneration; V. degrade: debase; disgrace; degenerate; reduce   (something) in worth; demote   (someone); reduce in rank	Barron4841
dishonor	disgrace; N. ADJ. dishonorable	Barron4841
dehydrate	remove water from; dry out	Barron4841
deify	turn into a god; make a god of; idolize; Ex. Kings were deified; CF. deity	Barron4841
deign	condescend; stoop	Barron4841
stoop	bend forward and down; lower or debase oneself; fall to a lower standard of behavior by doing something; condescend; Ex. stoop to lying	Barron4841
delete	erase; strike out	Barron4841
deleterious	harmful	Barron4841
deliberate	consider; ponder; ADJ: done on purpose; slow	Barron4841
delineate	portray; depict; sketch; describe; N. delineation	Barron4841
delirium	mental disorder marked by confusion; uncontrolled excitement; ADJ. delirious	Barron4841
delta	flat plain of mud or sand between branches of a river	Barron4841
delude	deceive	Barron4841
deluge	flood; rush; V.	Barron4841
delusion	false belief; hallucination; deluding; Ex. delusions of grandeur; Ex. under the delusion that	Barron4841
delusive	deceptive; likely to delude; misleading; raising vain hopes; Ex. delusive promises	Barron4841
delve	dig; search deeply; investigate	Barron4841
demagogue	person who appeals to people'prejudice; false leader of people; CF. demagoguery	Barron4841
demean	disgrace; humiliate; debase in dignity; behave	Barron4841
demeanor	behavior; bearing	Barron4841
demented	insane	Barron4841
demise	death	Barron4841
demographic	related to population balance; N. demography: statistical study of human population	Barron4841
demolition	destruction; V. demolish	Barron4841
demoniac  (demoniacal)	fiendish; cruel; N. demon: evil supernatural being; devil	Barron4841
fiend	evil spirit; devil	Barron4841
demotic	of or pertaining to the people	Barron4841
demur	object   (because of doubts, scruples); raise an objection   (showing qualms); hesitate; Ex. demur at the idea of working on Sunday	Barron4841
demure	  (of a woman or child) grave; quiet and serious; coy; pretending to be demure	Barron4841
denigrate	blacken; defame	Barron4841
denizen	  (animal, person, or plant) inhabitant or resident of a particular place; regular visitor	Barron4841
denotation	meaning; distinguishing by name; V. denote: indicate; refer to directly; mean; CF. connotation	Barron4841
denouement	final outcome; final development of the plot of a play or other literary work; the end of a story when everything is explained	Barron4841
denounce	condemn; criticize; N. denunciation	Barron4841
depict	portray	Barron4841
expos\'e	public revelation of something discreditable	Barron4841
deplete	reduce; exhaust	Barron4841
deplore	regret; express sorrow and severe disapproval for something bad; Ex. deplore their violent behavior; ADJ. deplorable: very bad; deserving severe disapproval; Ex. deplorable living condition	Barron4841
deploy	spread out   (troops) in an extended though shallow battle line; distribute   (persons or forces) systematically or strategically	Barron4841
battalion	army unit made up of four or more companies	Barron4841
depose	dethrone; remove from office; give a deposition; testify	Barron4841
deposition	testimony under oath; deposing; dethroning	Barron4841
depravity	extreme corruption; wickedness; V. deprave	Barron4841
deprecate	express disapproval of; deplore; protest against; belittle; ADJ. deprecatory	Barron4841
depreciate	lessen in value; belittle; represent as of little value	Barron4841
depredation	plundering; destruction	Barron4841
